,absorption/nm,emission/nm,plqy,e/m-1cm-1,smiles,solvent,reference(doi),source,tag_name
6269,649.0,656.0,23.0000004,431.5655525231531,CC(C)[Si](C#Cc1c2nc3ccccc3nc2c(C#C[Si](C(C)C)(C(C)C)C(C)C)c2nc3c(ccc4ccccc43)nc12)(C(C)C)C(C)C,CCCCCC,10.1021/acs.joc.6b01654,Deep4Chem,PAHs
26851,612.0,652.0,32.4999988,484.2609239610562,COC(=O)/C(C#N)=c1\s/c(=c2/s/c(=C(/C#N)C(=O)OC)c3cc(-c4ccc(C)cc4)sc23)c2sc(-c3ccc(C)cc3)cc12,Cc1ccccc1,10.1021/jacs.5b03899,Deep4Chem,5n6
10687,456.0,561.0,87.0000005,466.27578316815743,CCC12C(=C3C(=C4c5ccc(-c6ccccc6)cc5S(=O)(=O)C41CC)C(F)(F)C(F)(F)C3(F)F)c1ccc(-c3ccccc3)cc1S2(=O)=O,C1COCCO1,10.1021/ja204583e,Deep4Chem,5n6
54028,365.0,454.0,23.999999499999998,432.0561680195237,c1ccc(-c2nc(-c3ccc(-c4cccs4)s3)[nH]c2-c2ccccc2)cc1,CC#N,10.1016/j.snb.2006.10.066,Deep4Chem,5n6
12138,423.0,537.0,61.0000014,339.79400086720375,CCCC(=O)c1c2c(c(C(=O)CCC)c3c1OC(CC(=O)OC)(C(=O)OC)O3)OCO2,CC#N,10.1016/j.tetlet.2011.09.058,Deep4Chem,5p6
20573,709.5,,0.7000000000000001,532.2000024079613,CCN1C=CC(=CC=Cc2cc[n+](CC)c3ccccc23)c2ccccc21,CCO,10.1111/php.12860,PhotochemCAD,6p6
32643,428.0,574.0,0.26,411.3943352306837,COc1ccc(/C=C/C2=N/C(=C\c3ccncc3)C(=O)N2C)cc1,CC#N,10.1021/acs.jpclett.8b00512,Deep4Chem,5n6
49361,365.0,420.0,64.9999976,416.4352855784437,O=C1C=CC2=Cc3ccccc3B(O)N12,ClC(Cl)Cl,10.1021/acs.joc.6b01998,Deep4Chem,Benz
20012,630.0,725.0,1.2,510.89098870619,CCN(CC)c1ccc2cc(/C=C/C3=CC(/C=C/c4cc5ccc(N(CC)CC)cc5oc4=O)=[O+][B-](F)(F)O3)c(=O)oc2c1,CC#N,10.1016/j.jphotochem.2016.05.009,Deep4Chem,Coumarin
11106,529.0,545.0,9.0,488.9500031725657,CCC1=C(C)C2=C(c3ccc(C#Cc4cc[n+](C)cc4)cc3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,ClCCl,10.1021/jo035825g,"DYES,PubMed",BODIPY
35401,359.0,488.0,10.9999999,445.78818967339924,COc1cccc2cc(-c3cc4cccc(OC)c4oc3=O)oc12,CS(C)=O,10.1021/acs.orglett.7b00069,Deep4Chem,Coumarin
12599,370.0,405.0,0.084,479.23916894982534,CCCCC1(CCCC)c2cc(C#Cc3ccc(C=C4c5ccccc5C=Cc5ccccc54)cc3)ccc2-c2ccc(C#Cc3ccc(C=C4c5ccccc5C=Cc5ccccc54)cc3)cc21,C1CCOC1,10.1021/jp073767n,Deep4Chem,6n6
23880,310.0,463.0,0.1,356.8201724066995,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,CO,10.1021/jp044530j,Deep4Chem,Acridines
46380,356.0,390.0,85.5000019,490.9999724213982,N#Cc1ccc(C#Cc2ccc(C#Cc3ccc(C#Cc4ccccc4C#N)cc3C#N)cc2C#N)cc1,C1CCOC1,10.1021/ol0528991,Deep4Chem,6n6
39480,305.0,355.0,22.3000005,446.9998642218747,Cc1cc2[nH]c3ccccc3c2c2[nH]c3ccccc3c12,ClCCl,10.1021/ja803954e,Deep4Chem,Carbazole
42240,360.0,418.0,7.2999998999999995,437.9994040165742,Cc1nc2c(cc3c4c(cccc42)C(=O)OC3=O)o1,CCO,10.1016/S0143-7208(00)00078-4,Deep4Chem,PAHs
19614,583.0,639.0,34.000000400000005,472.83537820212285,CCN(CC)c1ccc2c(c1)OC1=C3C=CC(=[N+](CC)CC)C=C3CC1=C2c1ccccc1C(=O)[O-],CCO,10.1002/anie.201901061,ChemFluo,Coumarin
49549,400.0,475.0,43.9999998,374.2096402303244,O=C1N=C(O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21,C1CCOC1,10.1021/jp051035u,Deep4Chem,Carbazole
50638,460.0,558.0,92.0000017,454.40680443502754,O=S(=O)(/N=c1\oc2cccc3c4c(-c5ccccc5)oc5cccc(c(c1-c1ccccc1)c23)c54)C(F)(F)F,ClC(Cl)Cl,10.1021/acs.orglett.5b02042,Deep4Chem,Coumarin
42151,470.0,499.0,77.9999971,440.6540180433955,Cc1csc2[n+]1[B-](F)(F)n1c(c3cccc4cccc1c43)=N2,CC#N,10.1021/ol503379c,Deep4Chem,BODIPY
42017,586.0,601.0,86.0000014,522.0108088040055,Cc1ccccc1C1=c2cc3c(n2[B-](F)(F)n2c1cc1c4cc(C(C)(C)C)ccc4oc12)=[O+]c1ccc(C(C)(C)C)cc1-3,CO,10.1021/acs.joc.8b02933,Deep4Chem,BODIPY
23746,424.0,590.0,5.9999999,431.38672203691533,CCn1c2ccccc2c2cc(C=Cc3cccc[n+]3CCCS(=O)(=O)[O-])ccc21,Cc1ccccc1,10.1016/j.dyepig.2012.09.012,Deep4Chem,Carbazole
9279,502.0,514.0,8.0,500.0,CC1=CC(C)=[N+]2C1=C(c1cccc(C#Cc3cc(-c4ccc(C)s4)c(-c4ccc(C)s4)s3)c1)c1c(C)cc(C)n1[B-]2(F)F,CN(C)C=O,10.1080/15421406.2018.1467613,"DYES,PubMed",BODIPY
30043,395.0,444.0,34.000000400000005,454.282542695918,COc1cc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)c(OC)cc1/C=C/c1ccncc1,Cc1ccccc1,10.1016/j.jphotochem.2017.05.025,Deep4Chem,5p6
45325,401.0,490.0,0.01,439.2696953259666,N#C/C(=N/Nc1ccc(C#N)cc1)c1nc(-c2ccccc2)cs1,Cc1ccccc1,10.1016/j.dyepig.2019.02.051,Deep4Chem,5n6
14978,357.0,464.0,0.13999999999999999,463.14437690131723,CCCCCCN(CCCCCC)c1ccc(C#Cc2c(F)c(F)c(F)c(F)c2F)cc1,CO,10.1021/jp9053988,Deep4Chem,6n6
13738,431.0,525.0,15.2999997,422.99888365448106,CCCCCCCCCCCCN1C(=O)c2c(c3ccc4cc(-c5ccc(F)cc5)c(OC)cc4c3c3c2ccc2cc(-c4ccc(F)cc4)c(OC)cc23)C1=O,ClCCl,10.1016/j.jphotochem.2017.07.026,Deep4Chem,PAHs
32707,376.0,558.0,10.000000100000001,479.0285164033242,COc1ccc(/C=C/c2cc(/C=C/c3ccc(OC)cc3)nc(/C=C/c3ccc(N(c4ccccc4)c4ccccc4)cc3)n2)cc1,ClCCl,10.1021/acs.joc.8b01653,Deep4Chem,Triphenylamine
45894,400.0,494.0,5.0000001,355.78679615680227,N#Cc1c(-c2ccc(Oc3ccccc3)cc2)c(N)n2ccccc12,CN(C)C=O,10.1039/C7OB01239J,ChemFluo,5p6
19776,377.0,499.0,31.2,447.99997525916353,CCN(CC)c1ccc2c(c1)oc(=O)c1cc3c(C)nn(-c4ccccc4)c3nc12,ClCCl,10.1021/jo3002722,"Deep4Chem,SMFluo",Coumarin
24133,378.0,429.0,72.0000029,458.0924975675619,CN(C)c1ccc(-c2cc(-c3ccc(N(C)C)cc3)ncn2)cc1,ClCCl,10.1016/j.dyepig.2014.05.030,Deep4Chem,6n6
24568,378.0,514.0,0.2,464.19993089649853,CN(C)c1ccc(/C=C/c2ccc(-c3nc(C#N)c(C#N)n3C)cc2)cc1,CO,DOI 10.1007/s10895-011-0872-9,Deep4Chem,5n6
54551,372.0,451.0,81.9999993,487.0228279011794,c1ccc(N(c2ccccc2)c2ccc(-c3ccc4c(c3)C3(c5cc(-c6ccc(N(c7ccccc7)c7ccccc7)cc6)ccc5-4)c4ccccc4N(c4ccccc4)c4ccccc43)cc2)cc1,ClCCl,10.1021/acsami.6b09211,Deep4Chem,Triphenylamine
50725,348.0,415.0,47.9999989,362.32492903979005,O=S(=O)([O-])c1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(/C=C/c5ccc(S(=O)(=O)[O-])cc5S(=O)(=O)[O-])cc4)o3)cc2)c(S(=O)(=O)[O-])c1,CC(C)=O,10.1016/j.jphotobiol.2013.04.006,Deep4Chem,5n6
17987,338.0,377.0,34.9999994,466.00017201028834,CCCCc1ccc2ccc3cccc4ccc1c2c34,CCCCCC,10.1021/jo400128c,Deep4Chem,PAHs
53957,485.0,605.0,31.9999993,389.209460269048,c1ccc(-c2cccc3c2n[n+](-c2ccccc2)c2ccccc32)cc1,ClCCl,10.1021/acs.orglett.8b04072,ChemFluo,6n6
32288,370.0,500.0,37.9999995,435.21825181113627,COc1ccc(-c2cnc(/C=C/c3ccc(C#N)cc3)o2)cc1OC,ClCCl,10.1016/j.tetlet.2013.04.037,Deep4Chem,5n6
33257,431.0,542.0,10.800000299999999,426.9512944217916,COc1ccc(C2=C/C(=C\c3ccccc3)C(O)=N2)cc1OC,C1COCCO1,10.1016/j.tetlet.2004.06.072,Deep4Chem,5n6
11220,525.0,542.0,71.0,492.95001567318906,CCC1=C(C)C2=C(c3ccc(NC(=S)Nc4ccc(C)cc4)cc3)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,ClCCl,10.1021/jo0600151,"DYES,PubMed",BODIPY
6356,323.0,410.0,12.999999500000001,423.2996110392154,CC(C)[Si]1(C(C)C)c2ccccc2-c2ccc(N(C)C)cc21,ClCCl,10.1021/jp103410x,Deep4Chem,6n6
38176,430.0,509.0,36.000001399999995,343.9963935920905,Cc1cc(C)c(B(c2c(C)cc(C)cc2C)c2cc3cc(N(C)C)c4ccccc4c3c3c2ccc2ccccc23)c(C)c1,C1CCCCC1,10.1021/acs.orglett.8b03329,Deep4Chem,PAHs
26531,634.0,672.0,15.9999996,488.0813592280791,CN1c2cc3[o+]c4cc5c(cc4c(-c4ccc(S(=O)(=O)[O-])cc4S(=O)(=O)[O-])c3cc2-c2c(n(C)c3ccccc23)C1(C)c1ccccc1)-c1c(n(C)c2ccccc12)C(C)(c1ccccc1)N5C,CO,10.1002/anie.201901061,ChemFluo,Acridines
36215,431.0,459.0,80.0000012,484.19848045901136,C[N+](C)=C1C=CC(=C2N=C3Sc4cc(-c5ccc(C(F)(F)F)cc5)ccc4N3[B-](F)(F)O2)C=C1,Cc1ccccc1,10.1021/acs.joc.9b00566,ChemFluo,Cyanine
32863,360.0,451.0,1.0,423.2996110392154,COc1ccc(/C=C/c2nccc3ccccc23)cc1,ClCCl,10.1002/chem.202000817,ChemFluo,6p6
31493,406.0,466.0,51.9999981,445.9995256047391,COc1cc2c(cc1-c1ccc(Cl)cc1)Cc1c3c(c4c(c1-2)-c1cc(OC)c(-c2ccc(Cl)cc2)cc1C4)C(=O)N(CCC(C)C)C3=O,C1CCOC1,10.1021/jo4028616,Deep4Chem,5p6
10357,791.0,811.0,7.000000000000001,506.44579892269184,CCC(CC)COc1cc2n(c1-c1cccs1)[B-](F)(F)N1C3=C2C2=CC(=[O+]CC(CC)CC)C(c4cccs4)=[N+]2[B-](F)(F)N3c2ccc(C(C)(C)C)cc21,ClCCl,10.1021/acs.joc.9b00603,Deep4Chem,Cyanine
22412,476.0,575.0,13.899999900000001,445.10953116339175,CCOc1cc2c(cc1/C=C/C(=C(C#N)C#N)c1ccccc1)c1ccccc1n2CC,CS(C)=O,10.1016/j.dyepig.2015.09.013,Deep4Chem,Carbazole
22052,428.0,512.0,0.3,409.9991233544684,CCOC(=O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(OC(=O)[C@H](CO[Si](C)(C)C(C)(C)C)N=C(O)OC(C)(C)C)ccc12,C1CCOC1,10.3390/chemosensors6030026,Deep4Chem,Acridines
5255,567.0,608.0,34.000000400000005,479.00035203904895,CC(C)(C)c1ccc(C2=[N+]3C(=CN4N(C=C5c6ccccc6C(c6ccc(C(C)(C)C)cc6)=[N+]5[B-]4(F)F)[B-]3(F)F)c3ccccc32)cc1,ClCCl,10.1021/acs.joc.6b02291,Deep4Chem,BODIPY
40124,336.0,470.0,5.0000001,415.5336037465061,Cc1ccc(-c2coc3cc(O)ccc3c2=O)cc1,O,10.1039/c4cc06762b,ChemFluo,6p6
25943,432.0,565.0,10.000000100000001,498.20540314937045,CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3cccc(C(F)(F)F)c3F)cc2)cc1,CS(C)=O,10.1039/c2cc31662e,ChemFluo,6n6
3896,429.0,501.0,9.3000002,409.34216851622347,CC(=O)c1cc[n+]2c(c1)C(=C1C=CN(C)C=C1)C1=C2C(=O)N(C)C1,O,10.1016/j.dyepig.2017.06.014,Deep4Chem,Cyanine
31854,635.0,697.0,2.0,397.3127853599699,COc1ccc(-c2c3cc4ccccc4cc3c(C#Cc3ccccc3)c3cc4ccccc4cc23)cc1,ClCCl,10.1021/jo501696d,Deep4Chem,PAHs
30117,447.0,502.0,62.9999995,501.36796972911924,COc1cc(/C=C/c2cc(OC)c(-c3nc(-c4ccccc4)c(-c4ccccc4)[nH]3)cc2OC)c(OC)cc1/C=C/c1cc(OC)c(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)cc1OC,Cc1ccccc1,10.1016/j.jphotochem.2017.05.025,Deep4Chem,5n6
47447,322.0,363.0,73.0000019,373.99676967595093,Nc1ccc2c(c1)Cc1ccccc1-2,C1COCCO1,10.1016/S0022-2860(98)00375-5,Deep4Chem,6n6
39138,598.0,624.0,2.0,489.0001613184636,Cc1cc(C)n2c1C=C1c3ccccc3C(c3[nH]c4ccccc4c3C)=[N+]1[B-]2(F)F,CO,10.1021/acs.joc.6b00414,Deep4Chem,BODIPY
20370,724.0,744.0,56.999999300000006,513.1692430411149,CCN1C(=CC2=C3CCCC(C=CC4=[N+](CC)c5ccc6ccccc6c5C4(C)C)=C3Oc3c2cc2c4c3CCCN4CCC2)C(C)(C)c2ccccc21,ClCCl,10.1002/anie.201901061,ChemFluo,Coumarin
42155,493.0,551.0,33.0000013,464.9996507466041,Cc1cscc1-c1cc2c3cc(-c4cscc4C)c4nc(C(F)(F)C(F)(F)C(F)(F)F)nc5c(-c6cscc6C)cc(c6cc(-c7cscc7C)c7nc(C(F)(F)C(F)(F)C(F)(F)F)nc1c7c26)c3c45,C1CCOC1,10.1021/acs.joc.7b02286,Deep4Chem,PAHs
33426,361.0,422.0,87.0000005,547.7121254719663,COc1ccc(C2CC(c3ccc(O)cc3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1,CN(C)C=O,10.1016/j.jphotochem.2017.10.010,Deep4Chem,6n6
831,334.0,437.0,1.0,421.21876044039584,C#Cc1ccc2cc3c(C)cc(=O)oc3cc2c1,CCO,10.1016/j.dyepig.2009.01.001,Deep4Chem,Coumarin
36190,415.0,456.0,61.0000014,475.20484478194385,C[N+](C)=C1C=CC(=C2N=C3SC=C(c4ccc(C#N)cc4)N3[B-](F)(F)O2)C=C1,ClCCl,10.1021/acs.joc.7b02239,Deep4Chem,Cyanine
933,349.0,413.0,5.9999999,469.0196080028514,C(#Cc1ccccc1)C(C#Cc1ccccc1)=Cc1cccc(C=C(C#Cc2ccccc2)C#Cc2ccccc2)c1,ClC(Cl)Cl,10.1021/ja0349148,Deep4Chem,6n6
6909,768.0,798.0,14.000000100000001,540.4833716619937,CC1(C)C(=CC=C2CCCC(C=CC3=[N+](CCCS(=O)(=O)[O-])c4ccccc4C3(C)C)=C2Oc2ccc(CCN=C=S)cc2Br)N(CCCS(=O)(=O)[O-])c2ccccc21,CO,10.1021/ac980018g,Deep4Chem,Cyanine
21488,677.0,698.0,74.000001,433.0007700872759,CCOC(=O)COc1ccc(/C=C/c2c(CC)c(C)c3n2[B-](F)(F)[N+]2=C(c4[nH]c(C)c(CC)c4C)c4ccccc4C2=C3C)cc1,CCCCCC,10.1021/acs.joc.6b00414,Deep4Chem,BODIPY
22927,713.0,805.0,5.0000001,476.999730402854,CCc1c(C)[nH]c(C2=[N+]3C(=Cc4c(C)c(CC)c(/C=C/c5ccc(N(C)C)cc5)n4[B-]3(F)F)c3ccccc32)c1C,CC#N,10.1021/acs.joc.6b00414,Deep4Chem,BODIPY
16398,361.0,385.0,46.0000008,391.90780923760735,CCCCCCc1ccc(-[n+]2c3n(c4c5ccccc5c5ccccc5c42)[B-](C)(C)c2ccccc2-3)cc1,Cc1ccccc1,10.1016/j.tet.2018.08.019,Deep4Chem,PAHs
52368,409.0,468.5,79.0,432.2000024079613,OC[C@H]1O[C@@H](OCCn2cc(CNC3=C4C=CC=[N+]4[B-](F)(F)n4cccc43)nn2)[C@H](O)[C@@H](O)[C@@H]1O,C1COCCO1,10.1002/ejoc.201402767,"DYES,PubMed",Cyanine
23728,440.0,474.0,93.0000007,485.7332496431268,CCn1c2ccccc2c2cc(C3=[O+][B-](F)(F)OC(c4ccc(OC)cc4)=C3)ccc21,Cc1ccccc1,10.1039/C7TC04751G,ChemFluo,Carbazole
33510,502.0,519.0,1.0,472.42758696007894,COc1ccc(CN(C(=O)c2ccc(C3=C4C=CC=[N+]4[B-](F)(F)n4cccc43)cc2)C(C(O)=NC(C)(C)C)c2ccccc2)cc1,C1CCOC1,10.1021/acsomega.8b00753,ChemFluo,BODIPY
36757,707.0,747.0,5.0,483.90001234224513,C[O+]=C1C=CC=CC1=C1c2ccc(N(C)C)cc2S(=O)(=O)c2cc(N(C)C)ccc21,O,10.1002/anie.201901061,"ChemFluo,SMFluo",Acridines
22201,451.0,486.5,96.0,479.25002495492885,CCOC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,C1CCCCC1,10.1021/jo400417h,"DYES,PubMed",BODIPY
27283,518.0,525.0,72.0,437.0000219475115,COC(=O)C1=CCCC1c1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(C)C=C(C)C1=C2,CCO,10.1021/ol0706197,"DYES,PubMed",BODIPY
28909,706.0,737.0,16.0,474.80003091845697,COC1=CC=CC(=[O+]C)C1=C1c2ccc(N(C)C)cc2P(=O)(c2ccccc2)c2cc(N3CCCC3)ccc21,O,10.1016/j.saa.2022.121442,"DYES,SMFluo",6n6
1180,374.0,438.0,15.0999993,467.33435114174415,C(=C/c1ccnc2ccccc12)\c1ccc(/C=C/c2ccnc3ccccc23)cc1,CCO,10.1016/S1386-1425(99)00050-5,Deep4Chem,6p6
32040,424.0,513.0,8.399999900000001,365.00159524718384,COc1ccc(-c2cc(-c3ccc(C)cc3)nc3c(C#N)c(N4CCCC4)[nH]c(=N)c23)cc1,c1ccccc1,10.1016/S1386-1425(01)00616-3,Deep4Chem,6p6
17506,619.0,659.0,43.9999998,507.48164406451747,CCCCOc1ccc(-c2c3n(c4cc(=C5C=CC(=[O+]CCCC)C=C5)oc24)[B-](F)(F)N2C=c4c(-c5ccc(OCCCC)cc5)c5oc(=C6C=CC(=[O+]CCCC)C=C6)cc5n4[B-](F)(F)N2C=3)cc1,C1CCOC1,10.1021/acs.joc.6b01018,Deep4Chem,BODIPY
1244,383.0,526.0,73.0000019,495.99948383284163,C(=C/c1nc(/C=C/c2ccc(-n3c4ccccc4c4ccccc43)cc2)nc(/C=C/c2ccc(-n3c4ccccc4c4ccccc43)cc2)n1)\c1ccc(-n2c3ccccc3c3ccccc32)cc1,ClCCl,10.1021/acs.jpcc.8b12248,Deep4Chem,Carbazole
35909,397.0,514.0,27.0000011,384.50980400142566,CSc1sc(C(N)=O)c2nnn(C)c(=O)c12,CN(C)C=O,10.1016/j.saa.2009.03.026,Deep4Chem,None
46684,346.0,429.0,82.8999996,385.9978441642021,N#Cc1nn(-c2ccc(Cl)cc2)nc1N1CCCC1,CC#N,10.1016/j.dyepig.2016.08.015,Deep4Chem,5n6
19309,733.0,766.0,3.9999999,524.5251025294106,CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3c([o+]c2c1)/C(=C/c1ccc(N(C)C)s1)CCC3,ClCCl,10.1016/j.jphotochem.2017.07.045,Deep4Chem,6p6
19117,676.0,727.0,2.0,431.8730966888098,CCN(CC)c1ccc(C=Cc2cc(-c3ccccc3C(=O)O)c3ccc(N(CC)CC)cc3[o+]2)cc1,O,10.1002/anie.201901061,ChemFluo,6p6
26274,351.0,,0.738,459.10646070264994,CN1C(C(O)=Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,CCO,10.1016/S1386-1425(02)00300-1,Deep4Chem,5p6
539,421.0,485.0,92.0000017,463.2578756171505,C#CCNC1=C2C=CC=[N+]2[B-](F)(F)n2cccc21,Cc1ccccc1,10.1016/j.molliq.2019.04.058,Deep4Chem,Cyanine
25804,344.0,394.0,25.999999000000003,430.0008202553813,CN(C)c1nc(N(C)C)c2nc(C#N)n(Cc3ccccc3)c2n1,CC#N,10.1021/ja806348z,Deep4Chem,5p6
20673,338.0,461.0,23.0000004,408.63598306747485,CCN1c2ccc(-c3cc(-c4ccccc4)[nH]n3)cc2Sc2cc(-c3cc(-c4ccccc4)[nH]n3)ccc21,C1CCOC1,10.1016/j.dyepig.2009.04.006,Deep4Chem,Acridines
10746,423.0,490.0,100.0,423.2996110392154,CCC1=C(C)C(=O)n2c1cc1c(C)c(CC(=O)OC)c(C)n1c2=O,ClC(Cl)Cl,10.1021/jo0110505,Deep4Chem,Benz
1769,830.0,832.0,1.3,498.29998742731243,C1=C2c3cc4ccccc4cc3C3=[N+]2[B-]2(Oc4ccccc43)Oc3ccccc3-c3c4cc5ccccc5cc4c1n32,C1CCOC1,10.1021/acs.joc.5b02720,"Deep4Chem,SMFluo",BODIPY
26538,596.0,620.0,70.9999979,510.03705451175625,CN1c2cc3[o+]c4cc5c(cc4c(-c4ccccc4C(=O)[O-])c3cc2-c2sccc2C1(C)C)-c1sccc1C(C)(C)N5C,CO,10.1002/anie.201901061,ChemFluo,Acridines
36970,409.0,432.0,56.0000002,446.9998642218747,C[Si]1(C)c2cc3c(cc2-c2sc4ccccc4c21)[Si](C)(C)c1c-3sc2ccccc12,C1CCOC1,10.1021/ol062615s,Deep4Chem,5p6
26797,491.0,635.0,0.1,288.0813592280791,CNc1ccc2c(c1)C(=O)c1ccccc1-2,c1ccccc1,10.1021/jp980158u,Deep4Chem,6n6
32326,389.0,561.0,0.8,386.3322860120456,COc1ccc(-c2csc(/C(C#N)=C/c3ccc(C#N)cc3)n2)cc1,CC#N,10.1016/j.dyepig.2019.02.051,Deep4Chem,5n6
32378,394.0,553.0,6.1999999,420.95150145426305,COc1ccc(-c2nc(/C(C#N)=C/c3ccc(Cl)cc3)sc2-c2ccc(OC)cc2)cc1,CC#N,10.1016/j.dyepig.2019.02.051,Deep4Chem,5n6
32345,381.0,441.0,0.3,531.1753861055754,COc1ccc(-c2csc(/C(C#N)=C\Nc3ccc(C#N)cc3)n2)cc1,Cc1ccccc1,10.1016/j.dyepig.2019.02.051,Deep4Chem,5n6
19720,691.0,709.0,11.0,481.94998458338114,CCN(CC)c1ccc2c(c1)P(C)(=O)C1=CC(=[N+](CC)CC)C=CC1=C2c1ccccc1C,CCO,10.1016/j.saa.2022.121442,"DYES,SMFluo",6n6
49449,366.0,435.0,33.0000013,379.00035203904895,O=C1CCCC2=C1CC1=C(CCCC1=O)N2N=C(O)c1ccccc1,C1CCOC1,10.1016/S1386-1425(01)00599-6,Deep4Chem,Cyanine
5467,353.0,431.0,72.0000029,486.2953850547926,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2ccc3c4ccc(C#Cc5ccc(-n6c7ccc(C(C)(C)C)cc7c7cc(C(C)(C)C)ccc76)cc5)cc4n(-c4ccc(C(F)(F)F)cc4)c3c2)cc1,ClCCl,10.1021/jp912286u,Deep4Chem,Carbazole
10485,419.0,520.0,1.0,467.2097857935717,CCC1(CC)c2cc(/C=C/c3cc(C#N)c(/C=C/c4ccc5c(c4)C(CC)(CC)c4cc(N6c7ccccc7Sc7ccccc76)ccc4-5)cc3C#N)ccc2-c2ccc(N3c4ccccc4Sc4ccccc43)cc21,ClCCl,10.1016/j.jlumin.2018.09.001,Deep4Chem,Triphenylamine
38184,440.0,585.0,10.000000100000001,333.0007700872759,Cc1cc(C)c(B(c2c(C)cc(C)cc2C)c2cc3ccc4ccccc4c3c3c2cc(N(C)C)c2ccccc23)c(C)c1,ClC(Cl)Cl,10.1021/acs.orglett.8b03329,Deep4Chem,PAHs
53918,276.0,342.0,55.00000120000001,448.0006942957151,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,C1COCCO1,10.1016/1010-6030(89)87112-6,Deep4Chem,6n6
50124,392.0,490.0,62.9999995,354.03294747908734,O=C1c2ccccc2C2=Cc3cc4c(cc3B(O)N12)OCO4,CC#N,10.1021/acs.joc.6b01998,Deep4Chem,5p6
48976,366.0,497.0,34.9999994,450.43757014788,O=C(c1ccc(N(c2ccccc2)c2ccccc2)cc1)[C@H]1[C@H](c2cccs2)C[C@](O)(c2ccccn2)C[C@]1(O)c1ccccn1,CCOC(C)=O,10.1016/j.dyepig.2015.08.013,Deep4Chem,Triphenylamine
950,299.0,320.0,0.3,441.00007125434615,C(#Cc1ccccc1)c1ccccc1,ClC(Cl)Cl,10.1021/ol0528991,Deep4Chem,6n6
1306,373.0,530.0,60.0000024,456.22928644564746,C(=C/c1ncccn1)\c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,ClCCl,10.1016/j.dyepig.2014.05.030,Deep4Chem,Triphenylamine
6534,349.0,413.0,70.9999979,446.8627906261565,CC(C)n1nc(C#Cc2ccc3cc(N(C)C)ccc3c2)c2c(N)ncnc21,Cc1ccccc1,10.1002/anie.201909536,ChemFluo,PAHs
13788,432.0,529.0,3.9999999,320.4119982655925,CCCCCCCCCCCCOc1cc(C(=O)Nc2ccc(-c3ccc4c(c3)C(=O)c3ccccc3-4)cc2)cc(OCCCCCCCCCCCC)c1OCCCCCCCCCCCC,C1CCOC1,10.1016/j.dyepig.2018.10.006,Deep4Chem,6n6
6335,397.0,501.0,70.9999979,443.29692908744056,CC(C)[Si]1(C(C)C)c2cc(C=O)ccc2-c2ccc(N(C)C)cc21,ClCCl,10.1021/jp103410x,Deep4Chem,6n6
50131,371.0,432.0,97.0000029,430.1029995663981,O=C1c2ccccc2C2=Cc3ccccc3B(O)N12,CC#N,10.1021/acs.joc.6b01998,Deep4Chem,5p6
43655,344.0,389.0,1.3,387.8176980491506,F[B-]1(F)OC(c2ccccc2)=C(c2ccccc2)c2[o+]c3ccccc3n21,C1CCOC1,10.1016/j.dyepig.2015.06.020,Deep4Chem,5p6
23839,377.0,472.0,89.0,423.0500011841471,CN(C)C(=O)c1ccc(-c2nc3ccc(N(C)C)cc3s2)cc1,ClC(Cl)Cl,10.1016/j.jphotochem.2019.03.021,Deep4Chem,5p6
50623,422.0,559.0,58.999997400000005,272.0159303405957,O=P1(c2ccccc2)c2ccc(N3c4ccccc4Sc4ccccc43)cc2-c2cc(N3c4ccccc4Sc4ccccc43)ccc21,Cc1ccccc1,10.1021/acsami.9b05950,Deep4Chem,Triphenylamine
15091,390.0,484.0,61.0000014,397.50179976328826,CCCCCCN1C(=O)c2cccc3c(-c4scc5c4OCCO5)ccc(c23)C1=O,ClC(Cl)Cl,10.1016/j.dyepig.2012.07.018,Deep4Chem,Naphthalimide
916,365.0,428.0,23.0000004,460.20599913279625,C(#Cc1ccc2ncsc2c1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,Cc1ccccc1,10.1021/jo201411t,Deep4Chem,Triphenylamine
1297,385.0,545.0,20.9999993,450.2427119984433,C(=C/c1ncc2ccccc2n1)\c1ccc(N2CCCCC2)cc1,ClCCl,10.1021/jo501305h,Deep4Chem,6p6
