,absorption/nm,emission/nm,plqy,e/m-1cm-1,smiles,solvent,reference(doi),source,tag_name
54552,345.0,419.0,0.469999999,64770.0,c1ccc(N(c2ccccc2)c2ccc(-c3ccc4c(c3)C3(c5cc(-c6ccc(N(c7ccccc7)c7ccccc7)cc6)ccc5O4)c4ccccc4-c4ccccc43)cc2)cc1,ClCCl,10.1021/acsami.6b09211,Deep4Chem,Triphenylamine
31137,317.0,405.0,0.211999997,,COc1cc(OC)cc(-c2nnc(-c3ccc(-c4nnc(-c5cc(OC)cc(OC)c5)o4)cc3)o2)c1,CC#N,10.1016/j.jphotochem.2019.04.011,Deep4Chem,5n6
41582,515.0,529.0,0.560000002,,Cc1ccc2n1[B-](F)(F)[N+]1=CC=CC1=C2c1ccc(O)c(Cl)c1,Cc1ccccc1,10.1021/jo0503714,PubMed,BODIPY
21977,353.0,425.0,0.819999993,13183.0,CCOC(=O)c1ccc(C2=Cc3ccccc3P2(=O)c2ccccc2)cc1,ClCCl,10.1021/acs.joc.5b00541,Deep4Chem,5p6
39337,334.0,411.0,,,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(O)cc1,CC#N,10.1016/j.jlumin.2018.02.007,Deep4Chem,6n6
37993,297.0,337.0,0.150000006,,Cc1cc(C)[nH]c(=N)n1,CCO,10.1016/S1386-1425(01)00550-9,Deep4Chem,Benz
3553,422.0,476.0,0.639999986,35481.0,CC(=O)O[B-]1(OC(C)=O)OC(/C=C/c2ccccc2)=CC(/C=C/c2ccccc2)=[O+]1,CC#N,10.1016/j.saa.2019.05.031,Deep4Chem,6n6
31067,372.0,446.0,,39700.0,COc1cc(OC)c2cc(-c3ccc(-c4cc5c(OC)cc(OC)cc5oc4=O)cc3)c(=O)oc2c1,ClC(Cl)Cl,10.1016/S0143-7208(03)00028-7,Deep4Chem,Coumarin
26812,477.0,686.0,0.00014,1800.0,CNc1cccc2c1-c1ccccc1C2=O,CCO,10.1021/jp980158u,Deep4Chem,6n6
37096,555.0,578.0,0.569999993,,Cc1c(-c2cccs2)c2n(c1C)[B-](F)(F)n1c(C)c(C)c(=C3C=CC=[S+]3)c1=C2,Cc1ccccc1,10.1021/jo201082z,PubMed,BODIPY
17589,344.0,429.0,0.597000003,,CCCCOc1ccc2cc(-c3ccc(C)cc3)c(=O)oc2c1,CCO,10.1016/j.dyepig.2017.09.060,Deep4Chem,Coumarin
3253,514.0,533.0,0.479999989,,CC(=O)C1=[N+]2C(=C(c3c(C)cc(C)cc3C)c3cccn3[B-]2(F)F)C=C1,ClCCl,10.1039/C9OB00927B,PubMed,BODIPY
47447,322.0,363.0,0.730000019,5495.0,Nc1ccc2c(c1)Cc1ccccc1-2,C1COCCO1,10.1016/S0022-2860(98)00375-5,Deep4Chem,6n6
1807,375.0,538.0,0.839999974,,C1=CC(=[N+](c2ccccc2)c2ccccc2)C=CC1=C1C=CC(=P(c2ccccc2)(c2ccccc2)c2ccccc2)C=C1,CO,10.1002/ange.201906929,ChemFluo,Triphenylamine
50738,349.0,402.0,0.230000004,,O=S(=O)([O-])c1ccccc1C=Cc1ccc(-c2ccc(C=Cc3ccccc3S(=O)(=O)[O-])cc2)cc1,CO,10.1002/chem.201002937,ChemFluo,6n6
38903,590.0,613.0,0.25,,Cc1cc(C)n2c1C(=C1C=CC(=[Br+])C=C1)c1c(C)cc(/C=C/c3ccc[nH]3)n1[B-]2(F)F,ClCCl,10.1039/c4cs00030g,Deep4Chem,BODIPY
34287,291.0,374.0,,,COc1ccc2c(CC(O)=NN)coc2c1,CCO,10.1016/j.molstruc.2019.03.063,Deep4Chem,5p6
22273,500.0,514.0,0.039000001,,CCOCCOCCOCCOc1cc(COCCOCCOCC[O+]=C2C=CC(=C3c4cccn4[B-](F)(F)n4cccc43)C=C2)cc(OCCOCCOCCOCC)c1OCCOCCOCCOCC,ClC(Cl)Cl,10.1002/chem.201404292,PubMed,BODIPY
18737,562.0,581.0,0.196999997,,CCN(CC)C(=O)c1c(N=C(C)O)cccc1-c1c2ccc(N(CC)CC)cc2[o+]c2cc(N(CC)CC)ccc12,CCO,10.1021/jacs.0c01473,PubMed,Acridines
5953,727.0,744.0,0.63,336899.2,CC(C)C1=c2c(c3[nH]cc(C(C)C)c3c3ccccc23)=[N+]2C1=Cc1c(C(C)C)c3c4ccccc4c4c(C(C)C)c[nH]c4c3n1[B-]2(F)F,ClC(Cl)Cl,10.1039/c4cs00030g,"Deep4Chem,SMFluo",BODIPY
32800,347.0,440.0,0.150000006,34900.0,COc1ccc(/C=C/c2ccc3ncnc(Nc4ccccc4)c3c2)cc1,ClC(Cl)Cl,10.1021/jo500520x,Deep4Chem,6p6
46329,305.0,351.0,0.50999999,,N#Cc1ccc(-n2ncc(-c3ccc(F)cc3)n2)cc1,CO,10.1002/chem.201002937,ChemFluo,5n6
2431,520.0,537.0,0.879999995,,C=CC(=O)O[B-]1(OC(=O)C=C)n2c(C)c(CC)c(C)c2C(C)=C2C(C)=C(CC)C(C)=[N+]21,CC(C)=O,10.1002/adfm.201300198,PubMed,BODIPY
7480,390.0,453.0,0.829999983,,CC1(C)OB(c2ccc3c(c2)B2Nc4ccccc4C=C2C(c2ccccc2)=C3c2ccccc2)OC1(C)C,ClCCl,10.1002/anie.201903418,ChemFluo,6n6
51286,355.0,566.0,,,O=[N+]([O-])c1ccccc1COc1ccc(Cl)cc1/C=N/N=C/c1cc(Cl)ccc1OCc1ccccc1[N+](=O)[O-],C1CCOC1,10.1002/chem.201406026,ChemFluo,6n6
54901,410.0,430.0,0.779999971,,c1ccc2c(c1)c1ccccc1c1[nH]c(-c3ccc(-c4nc5c6ccccc6c6ccccc6c5[nH]4)cc3)nc21,CS(C)=O,10.1016/j.jphotochem.2007.02.008,Deep4Chem,PAHs
17771,396.0,455.0,0.536000013,,CCCCc1c2ccccc2c(-c2ccc(-c3nc4cc(CC(N=C(O)OC(C)(C)C)C(=O)OC)ccc4o3)cc2)c2ccccc12,CS(C)=O,10.1016/j.jphotochem.2004.08.015,Deep4Chem,PAHs
5555,343.0,546.0,,,CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccccc1-c1nc(-c2ccccc2-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)nc(-c2ccccc2P(=O)(c2ccccc2)c2ccccc2)n1,CN(C)C=O,10.1002/adma.201804228,Deep4Chem,Carbazole
18739,568.0,591.0,0.197999999,,CCN(CC)C(=O)c1c(N=C(C)O)cccc1-c1c2ccc(N(CC)CC)cc2[o+]c2cc(N(CC)CC)ccc12,CS(C)=O,10.1021/jacs.0c01473,PubMed,Acridines
22132,412.0,570.0,0.009,5900.0,CCOC(=O)c1sc2nc(-c3ccccc3)c(C)c(C#N)c2c1N,CC#N,10.1016/j.tet.2019.130465,Deep4Chem,5p6
38666,723.0,746.0,0.170000002,,Cc1cc(C)c(C2=[N+]3C(=C(c4ccccc4)c4cc(Cl)c(-c5[nH]c(C)cc5C)n4[B-]3(F)F)C=C2Cl)[nH]1,CCCCCC,10.1021/ol500507f,PubMed,BODIPY
45889,388.0,464.0,0.25,18000.0,N#Cc1c(-c2ccc(Br)cc2)cc(-c2ccc(Br)cc2)nc1O,CN(C)C=O,10.1016/j.saa.2016.12.035,Deep4Chem,6n6
14277,388.0,542.0,0.75,,CCCCCCCCN1c2ccc(C#Cc3ccc(F)cc3)cc2Sc2cc(C=O)ccc21,CS(C)=O,10.1016/j.molliq.2019.04.102,Deep4Chem,Acridines
32265,329.0,447.0,0.170000002,15849.0,COc1ccc(-c2cccc3ncc(-c4ccc(C#N)cc4)n23)cc1,ClCCl,10.1021/acs.joc.7b00358,Deep4Chem,5p6
41935,385.0,453.0,0.011,28490.0,Cc1ccccc1/C(C#N)=C/c1ccc(N(C)C)cc1,CS(C)=O,10.1016/j.molstruc.2015.05.048,Deep4Chem,6n6
50571,435.0,635.0,0.109999999,41687.0,O=P1(c2ccccc2)C(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)=Cc2c3ccc4cccc5ccc(c6cc(-c7ccc(N(c8ccccc8)c8ccccc8)cc7)n1c26)c3c45,CC(C)=O,10.1021/acs.orglett.9b02332,Deep4Chem,Triphenylamine
27131,347.0,412.0,0.709999979,,COC(=O)C(Cc1ccc2oc(-c3ccc(Nc4ccccc4)cc3)nc2c1)N=C(O)OC(C)(C)C,CCOC(C)=O,10.1039/c1pp05123g,Deep4Chem,5p6
25530,469.0,579.0,0.100000001,,CN(C)c1ccc2c(c1)c1cccc3c(-c4ccccc4)nc2n31,CO,10.1021/acs.joc.6b02928,ChemFluo,5p6
29185,350.0,453.0,0.200000003,,COCCOCCOc1ccc(OCCOCCOC)c(C=O)c1,CC(C)CO,10.1021/acs.joc.6b01969,Deep4Chem,Benz
33292,516.0,535.0,,,COc1ccc(C2=C3C=CC(C=O)=[N+]3[B-](F)(F)n3cccc32)cc1,ClCCl,10.1016/j.dyepig.2020.108399,PubMed,BODIPY
18993,472.0,545.0,0.488999993,,CCN(CC)c1ccc(/C=C/C(=O)c2c(O)cc(C)oc2=O)cc1,CCOC(C)=O,10.1016/j.molstruc.2017.07.089,Deep4Chem,6n6
17391,417.0,510.0,,,CCCCOC(=O)/C=C/c1nc2c(N(C)C)nc(N(C)C)nc2n1C,ClCCl,10.1039/C2CC17557F,ChemFluo,5p6
50529,411.0,452.0,,24547.0,O=P(c1c2ccccc2cc2ccccc12)(c1c2ccccc2cc2ccccc12)c1c2ccccc2cc2ccccc12,C1CCOC1,10.1016/S0022-328X(01)01391-2,Deep4Chem,PAHs
37049,665.0,706.0,0.25999999,,C[n+]1ccccc1C1=C2C(c3cccs3)=CC(c3ccccc3)=[N+]2[B-](F)(F)n2c(-c3ccccc3)cc(-c3cccs3)c21,CS(C)=O,10.1039/C3CC46143B,PubMed,BODIPY
46870,274.0,339.0,0.00023,,N=c1nc(O)c2ncn([C@H]3C[C@H](O)[C@@H](CO)O3)c2[nH]1,O,10.1021/acs.jpca.5b00688,Deep4Chem,5p6
1073,397.0,524.0,0.119999997,79600.0,C(=C/c1ccc(-c2nnc(-c3ccc(/C=C/c4ccc(-c5nc(-c6ccccc6)c(-c6ccccc6)[nH]5)cc4)cc3)o2)cc1)\c1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)cc1,CN(C)C=O,10.1016/j.jphotochem.2017.05.025,Deep4Chem,5n6
45631,399.0,461.0,,28542.0,N#CC(C#N)=C(/C=C/c1cn(-c2ccccc2)nc1-c1ccccc1)c1ccccc1,C1COCCO1,10.1016/j.dyepig.2015.11.014,Deep4Chem,5n6
7298,347.0,453.0,,,CC1(C)CC(=O)c2c(F)c(C(F)(F)F)c(F)c(F)c2N1,CCO,10.1016/j.jfluchem.2015.07.006,Deep4Chem,6p6
16357,461.0,620.0,,,CCCCCCc1cc(C=C(C#N)C(=O)O)sc1-c1ccc(N(c2ccccc2)c2ccccc2)cc1,ClC(Cl)Cl,10.1016/j.dyepig.2009.04.005,DSSCDB,Triphenylamine
40613,518.0,555.0,0.009,,Cc1ccc(C2=C3C=CC(=[Cl+])N3[B-](F)(F)n3c2ccc3N(Cc2ccccn2)Cc2ccccn2)cc1,C1CCCCC1,10.1039/c4ra03183k,PubMed,BODIPY
25361,604.0,621.0,,54954.0,CN(C)c1ccc2c(c1)C(C)(C)C1=CC(=[N+](C)C)C=CC1=C2,O,10.1021/jo500140y,Deep4Chem,Acridines
39091,501.0,512.0,0.769999981,,Cc1cc(C)n2c1C=C1C=CC(=[Cl+])N1[B-]2(F)F,C1CCOC1,10.1002/ejoc.201100324,PubMed,BODIPY
52954,328.0,388.0,0.009,150.0,Oc1ccccc1-c1nc2ncccc2o1,CO,10.1016/j.molstruc.2017.12.059,Deep4Chem,5p6
39283,376.0,477.0,,,Cc1cc(N2c3ccccc3C(C)(C)c3ccccc32)ccc1-c1cc(-c2ccc(N3c4ccccc4C(C)(C)c4ccccc43)cc2C)ncn1,Cc1ccccc1,acsami.6b13482,Deep4Chem,Triphenylamine
10982,536.0,547.0,0.056,57016.4,CCC1=C(C)C2=C(CN(C)C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,C1CCOC1,10.1021/ol501945v,"DYES,PubMed",BODIPY
46841,417.0,467.0,0.879999995,74000.0,N=c1nc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)[nH]1,Cc1ccccc1,10.1016/j.tetlet.2007.06.122,Deep4Chem,Triphenylamine
1330,366.0,397.0,0.0015,30200.0,C(=C1c2ccccc2-c2ccccc21)c1ccc(-c2ccc(C=C3c4ccccc4-c4ccccc43)cc2)cc1,C1CCOC1,10.1021/jp073767n,Deep4Chem,6n6
37517,352.0,454.0,0.569999993,6607.0,Cc1cc(-c2ccccc2)nc2c1ccc1nc(-c3ccccc3)cn12,CCOC(C)=O,10.1016/S1386-1425(99)00200-0,Deep4Chem,5p6
11761,567.0,650.0,0.75999999,,CCC1=C(CC)C(C2=[N+]3C(=Cc4c(CC)c(CC)c(C)n4[B-]3(F)F)C(CC)=C2CC)=[N+]2C1=Cc1c(CC)c(CC)c(C)n1[B-]2(F)F,Cc1ccccc1,10.1002/chem.200701912,PubMed,BODIPY
24863,413.0,682.0,0.002,60256.0,CN(C)c1ccc(C#Cc2ccc(C#Cc3ccc(C#Cc4ccccc4C#N)cc3C#N)cc2C#N)cc1,CC#N,10.1021/ol0528991,Deep4Chem,6n6
35806,532.0,580.0,0.899999976,80500.0,CSc1cc(-c2cc3cc4c5c(c3oc2=O)CCCN5CCC4)oc(=O)c1C#N,C1CCOC1,10.1016/j.jlumin.2016.03.017,Deep4Chem,Coumarin
46570,303.0,380.0,,12324.0,N#Cc1cccc2[nH]ccc12,CC#N,10.1016/j.cplett.2017.07.038,Deep4Chem,5p6
13538,362.0,510.0,,,CCCCCCCCCCCCCCCCCCN1C(=O)c2cccc3c(OCCN(C)C)ccc(c23)C1=O,CCO,10.1016/j.saa.2012.06.017,Deep4Chem,Naphthalimide
50798,339.0,411.0,,,O=S(=O)(c1ccccc1)c1ccc(-c2ccc3c4ccc(-c5ccc(S(=O)(=O)c6ccccc6)cc5)cc4n(-c4ccccc4)c3c2)cc1,ClCCl,10.1016/j.jlumin.2015.11.012,Deep4Chem,Carbazole
14991,431.0,618.0,0.0015,,CCCCCCN(CCCCCC)c1ccc(C#Cc2ccc([N+](=O)[O-])cc2)cc1,ClCCl,10.1021/jp9053988,Deep4Chem,6n6
24357,358.0,421.0,,,CN(C)c1ccc(/C=C/C(=O)O)cc1,CCOC(C)=O,10.1016/j.saa.2009.03.004,Deep4Chem,Benz
44030,623.0,643.0,0.860000014,48000.0,F[B-]1(F)n2c(ccc2-c2nc3ccccc3s2)C(c2ccccc2)=C2C=CC(c3nc4ccccc4s3)=[N+]21,ClC(Cl)Cl,10.1039/c4cs00030g,Deep4Chem,BODIPY
43879,622.0,673.0,0.03,12589.25412,F[B-]1(F)n2c(cc(Cl)c2-c2cccs2)C(c2cccs2)=c2cc(Cl)c(=C3C=CC=[S+]3)n21,C1CCOC1,10.1021/acs.joc.5b01147,"DYES,PubMed",BODIPY
15751,426.0,614.0,,,CCCCCCOc1ccc(N(c2ccc(OCCCCCC)cc2)c2ccc(-c3ccc(/C=C(\C#N)C(=O)O)cn3)cc2)cc1,C1CCOC1,10.1016/j.dyepig.2016.09.007,DSSCDB,Triphenylamine
37163,330.0,403.0,,,Cc1c(C)c(-c2cccnc2)c(C)c(C)c1B(c1c(C)c(C)c(-c2cccnc2)c(C)c1C)c1c(C)c(C)c(-c2cccnc2)c(C)c1C,ClCCl,10.1016/j.orgel.2018.07.014,Deep4Chem,6n6
53825,357.0,489.0,,,c1ccc(-c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc(-c3ccccc3)n2)cc1,CC#N,10.1016/j.saa.2009.08.010,Deep4Chem,Triphenylamine
45323,398.0,486.0,0.0001,23700.0,N#C/C(=N/Nc1ccc(C#N)cc1)c1nc(-c2ccccc2)cs1,CCO,10.1016/j.dyepig.2019.02.051,Deep4Chem,5n6
45286,350.0,430.0,,,N#C/C(=C\c1ccccc1)c1nc2ccccc2s1,C1CCCCC1,10.1016/S1010-6030(00)00230-6,Deep4Chem,5p6
40819,612.0,629.0,0.829999983,75858.0,Cc1ccc(C2=[N+]3C(=Cc4c(C)cc(C)n4[B-]3(F)F)c3ccccc32)[nH]1,Cc1ccccc1,10.1021/acs.joc.6b00414,Deep4Chem,BODIPY
5122,332.0,426.0,,,CC(C)(C)c1ccc(-c2nc3c4ccccc4c4ccccc4c3n2-c2ccc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc2)cc1,ClCCl,10.1021/cm201789u,Deep4Chem,Triphenylamine
8845,465.0,611.0,0.140000001,54600.0,CC1=CC(=c2ccc3c(c2)C=CC(=[N+](C)C)C=3)O[B-](F)(F)O1,CC#N,10.1016/j.cclet.2019.04.058,Deep4Chem,6p6
51187,541.0,642.0,0.479999989,16000.0,O=[N+]([O-])c1ccc(N2C=c3ccc4c5c(ccc4c3=[O+][B-]2(c2ccccc2)c2ccccc2)=CN(c2ccc([N+](=O)[O-])cc2)[B-](c2ccccc2)(c2ccccc2)[O+]=5)cc1,ClCCl,10.1021/acs.joc.7b01001,Deep4Chem,PAHs
18302,643.0,666.0,0.029999999,,CCCN1C(=CC=C(C=Cc2sc3ccccc3[n+]2CCC)c2ccc([N+](=O)[O-])cc2)C(C)(C)c2ccccc21,CS(C)=O,10.1016/j.dyepig.2013.12.021,Deep4Chem,5p6
54010,336.0,399.0,,,c1ccc(-c2nc(-c3ccc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)cn3)oc2-c2ccccc2)cc1,CCCCOCCCC,10.1016/j.tet.2017.02.049,Deep4Chem,Carbazole
15919,383.0,608.0,,,CCCCCCSC1=C(SCCCCCC)SC(=Cc2ccc(-c3ccc4c(c3)N(CCCC)c3cc(/C=C(\C#N)C(=O)O)ccc3S4)c(F)c2)S1,C1CCOC1,10.1016/j.jpowsour.2016.05.120,"DSSCDB,Dye aggregation",Acridines
49700,323.0,409.0,,,O=C1OCC2=C1C(c1ccccc1)c1cc3c(cc1N2CCO)CCC3,CC(C)O,10.1016/j.jphotochem.2017.08.069,Deep4Chem,Cyanine
35077,287.0,365.0,,,COc1cccc(-n2c(-c3ccc(F)cc3)nc(C)c2C)c1,c1ccccc1,10.1016/j.saa.2011.12.060,Deep4Chem,5n6
1198,393.0,609.0,,,C(=C/c1ccncn1)\c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,CS(C)=O,dx.doi.org/10.1021/jo3004919,Deep4Chem,Triphenylamine
37981,430.0,563.0,0.140000001,53236.0,Cc1cc(C(O)=Nc2ccc(C(=O)/C=C/c3ccc(N(C)CCO)cc3)cc2)ccc1F,CS(C)=O,10.1039/c2cc31662e,ChemFluo,6n6
50218,518.0,538.0,0.25,,O=CC1=[N+]2C(=C(c3ccccc3)c3cccn3[B-]2(F)F)C=C1,ClCCl,10.1039/C9OB00927B,PubMed,BODIPY
1717,341.0,423.0,,11749.0,C1=C(c2ccc(-c3cccs3)s2)CCCC1,C1CCOC1,10.1016/j.dyepig.2014.09.013,Deep4Chem,5n6
35151,596.0,636.0,0.78,79432.8,COc1cccc(C2=CC3=C(c4c(C)cc(C)cc4C)c4cc(-c5cccc(OC)c5)c(-c5cccc(OC)c5)n4[B-](F)(F)[N+]3=C2c2cccc(OC)c2)c1,Cc1ccccc1,10.1021/acs.joc.9b01425,"Deep4Chem,PubMed",BODIPY
40153,474.0,586.0,0.379999995,,Cc1ccc(-c2nc(N3CCCCC3)sc2-c2ccc([N+](=O)[O-])s2)cc1,Cc1ccccc1,10.1021/acs.joc.7b02978,ChemFluo,5n6
3375,503.0,526.0,0.86,,CC(=O)OCC1=C2C(C)=CC(C)=[N+]2[B-](F)(F)n2c(C)c(C#N)c(C)c21,CC#N,"10.1021/ja1075663,10.1021/jp5059148",PubMed,BODIPY
37204,340.0,440.0,,,Cc1c(CC(=O)O)c(=O)oc2cc(N)c(S(=O)(=O)O)cc12,O,Fluorophores,ChemFluo,Coumarin
40699,550.0,586.0,0.379999995,,Cc1ccc(C2=C3C=CC(C#Cc4ccccc4)=[N+]3[B-](F)(F)n3c2ccc3N(Cc2ccccn2)Cc2ccccn2)cc1,CCCCO,10.1039/C5RA23751C,PubMed,BODIPY
44269,554.0,578.0,0.949999988,,F[B-]1(F)n2cccc2C(c2c(Cl)cccc2Cl)=c2ccc(=C3C=CC(=[N+]=C=S)C=C3)n21,ClC(Cl)Cl,10.1016/j.dyepig.2020.108646,PubMed,BODIPY
16389,390.0,446.0,0.730000019,22500.0,CCCCCCc1ccc(-[n+]2c3n(c4c5ccccc5c5ccccc5c42)[B-](C)(C)c2cc(N(c4ccccc4)c4ccccc4)ccc2-3)cc1,CC#N,10.1016/j.tet.2018.08.019,Deep4Chem,Triphenylamine
25684,508.0,709.0,0.023,,CN(C)c1ccc2nc(/C=C/c3cc4c5c(c3)CCCN5CCC4)c(=O)oc2c1,CC#N,10.1021/j100181a035,Deep4Chem,Coumarin
1752,443.0,510.0,,,C1=C2B(Nc3ccc(N(c4ccccc4)c4ccccc4)cc31)c1cc(N(c3ccccc3)c3ccccc3)ccc1C(c1ccccc1)=C2c1ccccc1,Cc1ccccc1,10.1002/anie.201903418,ChemFluo,Triphenylamine
41561,690.0,711.0,0.37,165958.7,Cc1ccc2ccc3c(c2n1)N=C(/C=C1\C(=O)C(/C=C2\Nc4c(ccc5ccc(C)nc45)C2(C)C)=C1O)C3(C)C,C1CCOC1,10.1016/j.saa.2018.11.061,"Deep4Chem,SMFluo",SquaricAcid
26901,527.0,549.0,0.73,63095.7,COC(=O)/C=C/c1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(C)C=C(C)C1=C2,CCO,10.1021/ol0706197,"DYES,PubMed",BODIPY
45608,490.0,552.0,,48834.0,N#CC(C#N)=C(/C=C/c1ccc(N(c2ccccc2)c2ccccc2)cc1)c1ccc2c3c(cccc13)CC2,CO,10.1016/j.jphotochem.2018.05.039,Deep4Chem,Triphenylamine
51614,433.0,466.0,,28734.0,O=c1c2ccccc2n2c3ccccc3c(=O)c3cccc1c32,Cc1ccccc1,10.1002/adom.201801536,Deep4Chem,Acridines
43402,378.0,517.0,0.0027,,FC(F)(F)c1cc2n(n1)[B-]1(c3ccccc3Oc3ccccc31)[n+]1ccc3ccccc3c1-2,Cc1ccccc1,10.1021/acs.jpcc.8b11100,Deep4Chem,BODIPY
41168,518.0,644.0,,,Cc1ccc(N2c3ccc(-c4ccc(/C=C/c5ccc(C=C(C#N)C(=O)O)s5)s4)cc3[C@@H]3CCC[C@H]32)cc1,C1CCOC1,10.1039/c1cp20484j,DSSCDB,5p6
34447,562.0,586.0,0.349999994,25000.0,COc1ccc2c(c1)N(c1ccc(C)cc1)c1cc3c(cc1=N2)Oc1c(cc(C(C)(C)C)cc1C(C)(C)C)N=3,CCCCCC,10.1016/j.dyepig.2017.11.009,Deep4Chem,Triphenylamine
9215,650.0,708.0,,,CC1=CC(C)=[N+]2C1=C(c1ccc(O)cc1)c1c(C)cc(/C=C/C=C3/N(C)c4ccccc4C3(C)C)n1[B-]2(F)F,O,10.1039/c4cs00030g,Deep4Chem,BODIPY
7036,476.0,548.0,0.600000024,15000.0,CC1(C)C2=[N+](c3ccc(Br)cc31)[B-](F)(F)n1cccc1-c1c2cc2n1CC=C2,Cc1ccccc1,10.1016/j.tet.2018.04.063,ChemFluo,BODIPY
13758,471.0,592.0,,,CCCCCCCCCCCCN1c2ccc(/C=C(\C#N)C(=O)O)cc2Sc2cc(-c3ccc(-c4ccc5c(c4)Sc4cc(/C=C(\C#N)C(=O)O)ccc4N5CCCCCCCCCCCC)c4nsnc34)ccc21,CN(C)C=O,10.1016/j.dyepig.2016.07.017,"DSSCDB,Dye aggregation",Acridines
39341,340.0,414.0,,,Cc1cc(O)c(C(C)C)cc1/N=C/c1ccc(O)cc1,CCCCO,10.1016/j.jlumin.2018.02.007,Deep4Chem,6n6
28256,375.0,433.0,0.720000029,58000.0,COC(=O)c1ccc(-c2ccc3c(c2)[Si](c2ccccc2)(c2ccccc2)c2cc(-c4ccc(C(=O)OC)cc4)ccc2N3)cc1,C1CCOC1,10.1039/C5NJ02839F,ChemFluo,6n6
25911,432.0,564.0,0.119999997,62061.0,CN(CCO)c1ccc(/C=C/C(=O)c2ccc(NC(=O)c3c(F)ccc(F)c3Cl)cc2)cc1,CS(C)=O,10.1039/c2cc31662e,ChemFluo,6n6
41703,558.5,574.0,0.03,,Cc1cccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=CC=CC2=C3)c1C,CS(C)=O,"10.1039/C0CC04495D,10.1002/minf.201000089",PubMed,BODIPY
18877,424.0,560.0,0.330000013,19000.0,CCN(CC)c1ccc(-c2c3c(n4c2ccc2oc(-c5ccccc5)cc24)C(=O)N(CCCN=C(O)OC(C)(C)C)C3)cc1,ClCCl,10.1002/anie.201506429,ChemFluo,5p6
9898,515.5,526.0,,66604.0,CC1=[N+]2C(=C(c3c4ccccc4cc4ccccc34)c3ccc(C)n3[B-]2(F)F)C=C1,CCCCCC,"10.1039/C7CP08472B,10.1016/j.dyepig.2015.11.028",Deep4Chem,BODIPY
53829,360.0,476.0,,,c1ccc(-c2cc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)cc(-c3ccccc3)n2)cc1,ClCCl,10.1016/j.saa.2009.08.010,Deep4Chem,Triphenylamine
24406,400.0,440.0,0.059,,CN(C)c1ccc(/C=C/C=C/c2ccc(C#N)cc2)cc1,CCCCCC,10.1016/j.cplett.2004.10.154,Deep4Chem,6n6
24288,348.0,452.0,0.395999998,,CN(C)c1ccc(-c2nc3c(c4c2-c2ccccc2CC4)-c2ccccc2CC3)cc1,C1CCOC1,10.1016/j.dyepig.2016.07.063,Deep4Chem,6n6
8958,484.0,503.0,0.980000019,,CC1=CC(C)=[N+]2C1=C(C)c1c(C)c(SC#N)c(C)n1[B-]2(F)F,CC#N,10.1039/C5OB00499C,PubMed,BODIPY
48291,540.0,556.0,0.109999999,,O=C(O)CSc1ccc2n1[B-](F)(F)N1C(=[Cl+])C=CC1=C2c1ccccc1,CO,10.1016/j.bmcl.2009.10.080,PubMed,BODIPY
19307,607.0,644.0,0.6,65993.3,CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3c([o+]c2c1)/C(=C/Nc1ccccc1)CCC3,ClCCl,10.1016/j.dyepig.2014.06.021,Deep4Chem,6p6
48032,535.5,640.0,0.001,,O=C(O)C1=CC(=CC=[N+]2c3cc(O)c(C[C@@H]4O[C@H](CO)[C@@H](O)C(O)[C@H]4O)cc3C[C@H]2C(=O)O)C[C@@H](C(=O)O)N1,O,10.1016/j.jphotochem.2016.09.027,Deep4Chem,Cyanine
8047,541.5,602.0,0.03,65993.3,CC1=C(C(C)(C)C)C(C)=[N+]2C1=C(CN(C)C)c1c(C)c(C(C)(C)C)c(C)n1[B-]2(F)F,C1CCOC1,10.1021/ol501945v,"DYES,PubMed",BODIPY
52714,567.0,605.0,0.01,,Oc1ccc(C2=c3c(-c4ccccc4)cc(=C4C=CC(=[Br+])C=C4)n3[B-](F)(F)n3c(-c4ccc(Br)cc4)cc(-c4ccccc4)c32)cc1,CS(C)=O,10.1016/j.dyepig.2010.03.007,PubMed,BODIPY
47259,495.0,584.0,0.012,25003.5,Nc1ccc(C2=C3C=CC(=[N+]4CCCCC4)N3[B-](F)(F)n3c2ccc3-n2cc(-c3ccccc3)nn2)cc1,Cc1ccccc1,10.1039/C3SC22166K,"DYES,PubMed",BODIPY
